area;regione;comune;stato_compilazione;data_invio_risposta
NORD_EST;Friuli-Venezia Giulia;Comune di Sesto al Reghena;Completato;2024-09-02 09:04:31
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Sesto Pusteria;Mai aperto;
NORD_EST;Emilia-Romagna;Comune di Sestola;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Sfruz;Mai aperto;
NORD_EST;Friuli-Venezia Giulia;Comune di Sgonico;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Silandro;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Sluderno;Mai aperto;
NORD_EST;Veneto;Comune di Soave;Mai aperto;
NORD_EST;Friuli-Venezia Giulia;Comune di Socchieve;Mai aperto;
NORD_EST;Emilia-Romagna;Comune di Sogliano al Rubicone;In compilazione;
NORD_EST;Veneto;Comune di Solagna;Mai aperto;
NORD_EST;Emilia-Romagna;Comune di Solarolo;Mai aperto;
NORD_EST;Veneto;Comune di Solesino;Mai aperto;
NORD_EST;Emilia-Romagna;Comune di Soliera;Completato;2024-09-23 09:43:29
NORD_EST;Emilia-Romagna;Comune di Solignano;Mai aperto;
NORD_EST;Veneto;Comune di Sommacampagna;Completato;2024-07-19 08:47:56
NORD_EST;Veneto;Comune di Sona;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Soraga di Fassa;In compilazione;
NORD_EST;Emilia-Romagna;Comune di Soragna;Mai aperto;
NORD_EST;Veneto;Comune di Sorga';Mai aperto;
NORD_EST;Veneto;Comune di Sospirolo;Mai aperto;
NORD_EST;Veneto;Comune di Sossano;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Sover;Mai aperto;
NORD_EST;Veneto;Comune di Soverzene;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Spiazzo;Mai aperto;
NORD_EST;Friuli-Venezia Giulia;Comune di Spilimbergo;Completato;2024-09-30 16:45:31
NORD_EST;Veneto;Comune di Spinea;Completato;2024-09-27 13:27:28
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Sporminore;Completato;2024-09-30 07:38:33
NORD_EST;Veneto;Comune di Spresiano;In compilazione;
NORD_EST;Veneto;Comune di Sant'anna D'Alfaedo;Completato;2024-09-23 09:30:24
NORD_EST;Veneto;Comune di Stanghella;Mai aperto;
NORD_EST;Friuli-Venezia Giulia;Comune di Staranzano;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Stelvio;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Stenico;Mai aperto;
NORD_EST;Veneto;Comune di Stienta;Completato;2024-09-18 14:43:48
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Storo;Mai aperto;
NORD_EST;Veneto;Comune di Stra;Mai aperto;
NORD_EST;Friuli-Venezia Giulia;Comune di Stregna;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Strembo;Mai aperto;
NORD_EST;Veneto;Comune di Susegana;Mai aperto;
NORD_EST;Friuli-Venezia Giulia;Comune di Sutrio;Mai aperto;
NORD_EST;Veneto;Comune di Taglio di Po;Completato;2024-09-12 13:37:34
NORD_EST;Veneto;Comune di Taibon Agordino;In compilazione;
NORD_EST;Emilia-Romagna;Comune di Talamello;Mai aperto;
NORD_EST;Friuli-Venezia Giulia;Comune di Talmassons;Mai aperto;
NORD_EST;Veneto;Comune di Tambre;Mai aperto;
NORD_EST;Friuli-Venezia Giulia;Comune di Tarcento;Mai aperto;
NORD_EST;Friuli-Venezia Giulia;Comune di Tarvisio;Mai aperto;
NORD_EST;Veneto;Comune di Tarzo;Completato;2024-09-12 14:37:23
NORD_EST;Friuli-Venezia Giulia;Comune di Tavagnacco;Mai aperto;
NORD_EST;Friuli-Venezia Giulia;Comune di Savogna d'Isonzo Sovodnje ob Soci;Mai aperto;
NORD_EST;Veneto;Comune di Teglio Veneto;Completato;2024-09-27 11:55:38
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Telve;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Telve di Sopra;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Tenna;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Tenno;Mai aperto;
NORD_EST;Veneto;Comune di Teolo;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Terento;Completato;2024-09-04 06:14:26
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Terlano;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Termeno sulla Strada del Vino;In compilazione;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Terragnolo;Mai aperto;
NORD_EST;Veneto;Comune di Terrassa Padovana;Mai aperto;
NORD_EST;Veneto;Comune di Terrazzo;Mai aperto;
NORD_EST;Friuli-Venezia Giulia;Comune di Terzo di Aquileia;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Terzolas;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Tesero;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Tesimo;Mai aperto;
NORD_EST;Veneto;Comune di Tezze sul Brenta;Completato;2024-08-21 06:23:35
NORD_EST;Veneto;Comune di Thiene;Completato;2024-09-30 13:06:35
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Tione di Trento;Completato;2024-09-19 08:17:50
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Tires;Completato;2024-08-23 08:17:44
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Tirolo;Mai aperto;
NORD_EST;Emilia-Romagna;Comune di Tizzano Val Parma;Mai aperto;
NORD_EST;Emilia-Romagna;Comune di Toano;Mai aperto;
NORD_EST;Friuli-Venezia Giulia;Comune di Tolmezzo;Mai aperto;
NORD_EST;Veneto;Comune di Tombolo;In compilazione;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Ton;Completato;2024-09-04 07:10:40
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Torcegno;Mai aperto;
NORD_EST;Emilia-Romagna;Comune di Tornolo;Mai aperto;
NORD_EST;Friuli-Venezia Giulia;Comune di Torreano;Mai aperto;
NORD_EST;Veneto;Comune di Torrebelvicino;Mai aperto;
NORD_EST;Veneto;Comune di Torre di Mosto;Mai aperto;
NORD_EST;Veneto;Comune di Torreglia;Completato;2024-09-30 13:12:00
NORD_EST;Veneto;Comune di Torri del Benaco;Mai aperto;
NORD_EST;Veneto;Comune di Torri di Quartesolo;In compilazione;
NORD_EST;Emilia-Romagna;Comune di Torrile;Completato;2024-09-23 09:53:42
NORD_EST;Friuli-Venezia Giulia;Comune di Torviscosa;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Trambileno;Mai aperto;
NORD_EST;Friuli-Venezia Giulia;Comune di Tramonti di Sopra;Mai aperto;
NORD_EST;Friuli-Venezia Giulia;Comune di Tramonti di Sotto;Mai aperto;
NORD_EST;Friuli-Venezia Giulia;Comune di Trasaghis;Mai aperto;
NORD_EST;Emilia-Romagna;Comune di Traversetolo;Mai aperto;
NORD_EST;Friuli-Venezia Giulia;Comune di Travesio;Mai aperto;
NORD_EST;Emilia-Romagna;Comune di Travo;Mai aperto;
NORD_EST;Veneto;Comune di Trebaseleghe;Completato;2024-09-05 07:23:38
NORD_EST;Veneto;Comune di Trecenta;Completato;2024-09-05 16:50:41
NORD_EST;Emilia-Romagna;Comune di Tredozio;Mai aperto;
NORD_EST;Veneto;Comune di Tregnago;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Trento;Completato;2024-09-23 07:11:46
NORD_EST;Friuli-Venezia Giulia;Comune di Treppo Grande;Completato;2024-09-13 11:01:29
NORD_EST;Veneto;Comune di Trevenzuolo;Completato;2024-09-16 11:45:14
NORD_EST;Veneto;Comune di Treviso;Completato;2024-09-27 09:53:48
NORD_EST;Veneto;Comune di Tribano;Mai aperto;
NORD_EST;Friuli-Venezia Giulia;Comune di Tricesimo;Mai aperto;
NORD_EST;Friuli-Venezia Giulia;Comune di Trieste;Completato;2024-09-23 05:36:05
NORD_EST;Veneto;Comune di Trissino;Mai aperto;
NORD_EST;Friuli-Venezia Giulia;Comune di Trivignano Udinese;In compilazione;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Trodena nel Parco naturale - Truden im Naturpark;Completato;2024-09-06 08:20:02
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Tubre;In compilazione;
NORD_EST;Friuli-Venezia Giulia;Comune di Turriaco;In compilazione;
NORD_EST;Friuli-Venezia Giulia;Comune di Udine;Completato;2024-09-27 12:36:46
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Ultimo;Mai aperto;
NORD_EST;Veneto;Comune di Urbana;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Vadena;Mai aperto;
NORD_EST;Veneto;Comune di Valdagno;Completato;2024-08-29 14:37:17
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Valdaora;Mai aperto;
NORD_EST;Veneto;Comune di Valdastico;Completato;2024-09-06 08:43:33
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Val di Vizze;Mai aperto;
NORD_EST;Veneto;Comune di Valdobbiadene;Completato;2024-09-26 16:00:47
NORD_EST;Veneto;Comune di Valeggio Sul Mincio;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Valfloriana;Mai aperto;
NORD_EST;Veneto;Comune di Vallada Agordina;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Vallarsa;Mai aperto;
NORD_EST;Veneto;Comune di Valle di Cadore;Completato;2024-09-09 15:49:59
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Valle Aurina;Mai aperto;
NORD_EST;Veneto;Comune di Valli del Pasubio;Completato;2024-09-30 16:46:17
NORD_EST;Emilia-Romagna;Comune di Valmozzola;Completato;2024-09-27 09:48:43
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Vandoies;Mai aperto;
NORD_EST;Emilia-Romagna;Comune di Varano de'  Melegari;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Varna;Mai aperto;
NORD_EST;Emilia-Romagna;Comune di Varsi;Mai aperto;
NORD_EST;Veneto;Comune di Vazzola;Mai aperto;
NORD_EST;Veneto;Comune di Vedelago;In compilazione;
NORD_EST;Veneto;Comune di Veggiano;Mai aperto;
NORD_EST;Veneto;Comune di Velo Veronese;Mai aperto;
NORD_EST;Veneto;Comune di Velo D'Astico;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Velturno;Completato;2024-09-26 11:21:32
NORD_EST;Veneto;Comune di Venezia;In compilazione;
NORD_EST;Friuli-Venezia Giulia;Comune di Venzone;Completato;2024-09-23 13:59:44
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Verano;Mai aperto;
NORD_EST;Emilia-Romagna;Comune di Vergato;Completato;2024-09-23 07:57:01
NORD_EST;Emilia-Romagna;Comune di Verghereto;In compilazione;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Vermiglio;Mai aperto;
NORD_EST;Emilia-Romagna;Comune di Vernasca;Mai aperto;
NORD_EST;Veneto;Comune di Verona;Completato;2024-07-23 12:44:52
NORD_EST;Emilia-Romagna;Comune di Verucchio;Mai aperto;
NORD_EST;Friuli-Venezia Giulia;Comune di Verzegnis;Mai aperto;
NORD_EST;Veneto;Comune di Vescovana;Completato;2024-09-30 10:17:30
NORD_EST;Veneto;Comune di Vestenanova;Mai aperto;
NORD_EST;Emilia-Romagna;Comune di Vetto;Mai aperto;
NORD_EST;Emilia-Romagna;Comune di Vezzano Sul Crostolo;Mai aperto;
NORD_EST;Emilia-Romagna;Comune di Viano;Completato;2024-09-24 10:24:52
NORD_EST;Veneto;Comune di Vicenza;Completato;2024-09-28 05:59:04
NORD_EST;Emilia-Romagna;Comune di Ziano Piacentino;Mai aperto;
NORD_EST;Veneto;Comune di Vidor;Mai aperto;
NORD_EST;Emilia-Romagna;Comune di Vigarano Mainarda;Mai aperto;
NORD_EST;Veneto;Comune di Vigasio;Mai aperto;
NORD_EST;Emilia-Romagna;Comune di Vignola;Completato;2024-09-27 14:48:49
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Vignola Falesina;Mai aperto;
NORD_EST;Veneto;Comune di Vigo di Cadore;Completato;2024-09-26 11:57:30
NORD_EST;Veneto;Comune di Vigodarzere;Mai aperto;
NORD_EST;Emilia-Romagna;Comune di Vigolzone;Completato;2024-09-04 06:55:07
NORD_EST;Veneto;Comune di Vigonovo;Completato;2024-09-24 08:14:16
NORD_EST;Veneto;Comune di Vigonza;Completato;2024-09-18 10:28:17
NORD_EST;Emilia-Romagna;Comune di Spilamberto;Completato;2024-09-26 16:01:29
NORD_EST;Friuli-Venezia Giulia;Comune di Villa Santina;Mai aperto;
NORD_EST;Veneto;Comune di Villa Bartolomea;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Villabassa;Mai aperto;
NORD_EST;Veneto;Comune di Villa del Conte;Mai aperto;
NORD_EST;Veneto;Comune di Villa Estense;Completato;2024-09-17 09:52:48
NORD_EST;Veneto;Comune di Villadose;Mai aperto;
NORD_EST;Veneto;Comune di Villafranca Padovana;Completato;2024-09-09 07:41:56
NORD_EST;Veneto;Comune di Villafranca di Verona;Completato;2024-09-30 11:09:41
NORD_EST;Veneto;Comune di Villaga;Mai aperto;
NORD_EST;Veneto;Comune di Villamarzana;Mai aperto;
NORD_EST;Emilia-Romagna;Comune di Villa Minozzo;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Villandro;Mai aperto;
NORD_EST;Veneto;Comune di Villanova di Camposampiero;Completato;2024-07-30 10:26:57
NORD_EST;Emilia-Romagna;Comune di Villanova Sull'Arda;Mai aperto;
NORD_EST;Veneto;Comune di Villanova del Ghebbo;Mai aperto;
NORD_EST;Veneto;Comune di Villanova Marchesana;Mai aperto;
NORD_EST;Veneto;Comune di Villaverla;Mai aperto;
NORD_EST;Friuli-Venezia Giulia;Comune di Villesse;Mai aperto;
NORD_EST;Veneto;Comune di Villorba;Completato;2024-09-11 08:10:46
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Vipiteno;Mai aperto;
NORD_EST;Friuli-Venezia Giulia;Comune di Visco;Completato;2024-09-04 06:59:22
NORD_EST;Friuli-Venezia Giulia;Comune di Vito D'Asio;Mai aperto;
NORD_EST;Veneto;Comune di Vittorio Veneto;Mai aperto;
NORD_EST;Friuli-Venezia Giulia;Comune di Vivaro;Mai aperto;
NORD_EST;Veneto;Comune di Vo';Completato;2024-09-10 08:09:11
NORD_EST;Veneto;Comune di Vodo Cadore;Mai aperto;
NORD_EST;Emilia-Romagna;Comune di Voghiera;In compilazione;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Volano;Mai aperto;
NORD_EST;Veneto;Comune di Volpago del Montello;Mai aperto;
NORD_EST;Veneto;Comune di Voltago Agordino;Mai aperto;
NORD_EST;Veneto;Comune di Zane';In compilazione;
NORD_EST;Veneto;Comune di Zenson di Piave;Mai aperto;
NORD_EST;Emilia-Romagna;Comune di Zerba;Mai aperto;
NORD_EST;Veneto;Comune di Zermeghedo;Mai aperto;
NORD_EST;Veneto;Comune di Zero Branco;Mai aperto;
NORD_EST;Veneto;Comune di Zevio;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Ziano di Fiemme;Mai aperto;
NORD_EST;Veneto;Comune di Zimella;Mai aperto;
NORD_EST;Emilia-Romagna;Comune di Zocca;Mai aperto;
NORD_EST;Emilia-Romagna;Comune di Zola Predosa;Completato;2024-09-12 11:27:34
NORD_EST;Veneto;Comune di Zoppe' di Cadore;Mai aperto;
NORD_EST;Friuli-Venezia Giulia;Comune di Zoppola;Completato;2024-09-24 07:35:14
NORD_EST;Veneto;Comune di Zovencedo;Mai aperto;
NORD_EST;Veneto;Comune di Zugliano;Completato;2024-09-05 08:56:45
NORD_EST;Friuli-Venezia Giulia;Comune di Zuglio;Mai aperto;
NORD_EST;Friuli-Venezia Giulia;Comune di Vajont;Mai aperto;
NORD_EST;Veneto;Comune di Due Carrare;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Ronzo Chienis;Mai aperto;
NORD_EST;Veneto;Comune di Cavallino-Treporti;Mai aperto;
NORD_EST;Friuli-Venezia Giulia;Comune di Campolongo Tapogliano;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Ledro;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Comano Terme;Mai aperto;
NORD_EST;Friuli-Venezia Giulia;Comune di Rivignano Teor;Mai aperto;
NORD_EST;Emilia-Romagna;Comune di Fiscaglia;In compilazione;
NORD_EST;Emilia-Romagna;Comune di Poggio Torriana;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Predaia;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di San Lorenzo Dorsino;Completato;2024-09-05 13:03:16
NORD_EST;Friuli-Venezia Giulia;Comune di Valvasone Arzene;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;COMUNE DI ALTAVALLE;Completato;2024-09-20 09:27:16
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Altopiano della Vigolana;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Amblar Don;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Borgo Chiese;Completato;2024-09-23 06:13:30
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Borgo Lares;Completato;2024-09-18 08:20:20
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Castel Ivano;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Cembra Lisignago;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Conta;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Madruzzo;Completato;2024-09-03 15:40:06
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Porte di Rendena;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Primiero San Martino di Castrozza;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Sella Giudicarie;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Tre Ville;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Vallelaghi;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Ville D'Anaunia;Mai aperto;
NORD_EST;Emilia-Romagna;Comune di Ventasso;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Pieve di Bono-Prezzo;Completato;2024-09-30 13:10:10
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Dimaro Folgarida;Mai aperto;
NORD_EST;Emilia-Romagna;Comune di Polesine Zibello;Completato;2024-09-26 12:17:19
NORD_EST;Emilia-Romagna;Comune di Montescudo - Monte Colombo;Mai aperto;
NORD_EST;Emilia-Romagna;Comune di Alto Reno Terme;Mai aperto;
NORD_EST;Veneto;Comune di Alpago;Mai aperto;
NORD_EST;Veneto;Comune di Val Liona;Completato;2024-09-27 06:45:44
NORD_EST;Emilia-Romagna;Comune di Alta Val Tidone;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;San Giovanni di Fassa-Sen Jan;Mai aperto;
NORD_EST;Friuli-Venezia Giulia;Comune di Treppo Ligosullo;Mai aperto;
NORD_EST;Friuli-Venezia Giulia;Comune di Fiumicello Villa Vicentina;Mai aperto;
NORD_EST;Veneto;Comune di Barbarano Mossano;Completato;2024-07-23 08:51:20
NORD_EST;Veneto;Comune di Borgo Veneto;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Terre D'Adige;Mai aperto;
NORD_EST;Emilia-Romagna;Comune di Tresignana;Mai aperto;
NORD_EST;Emilia-Romagna;Comune di Riva del Po;Mai aperto;
NORD_EST;Emilia-Romagna;Comune di Sorbolo Mezzani;Mai aperto;
NORD_EST;Veneto;Comune di Borgo Valbelluna;Completato;2024-09-30 07:06:29
NORD_EST;Veneto;Comune di Pieve del Grappa;Completato;2024-09-04 15:02:48
NORD_EST;Veneto;Comune di Valbrenta;Completato;2024-09-24 11:07:29
NORD_EST;Veneto;Comune di Colceresa;Completato;2024-09-16 12:46:57
NORD_EST;Veneto;Comune di Lusiana Conco;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Castello Tesino;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Martello - Gemeinde Martell;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Villa Lagarina;In compilazione;
NORD_EST;Veneto;Comune di Godega di Sant'Urbano;Completato;2024-09-12 15:22:32
NORD_EST;Emilia-Romagna;Comune di Valsamoggia;In compilazione;
NORD_EST;Veneto;Comune di Gazzo Veronese;Mai aperto;
NORD_EST;Veneto;Comune di San Vito di Cadore;Mai aperto;
NORD_EST;Emilia-Romagna;Comune di Sissa Trecasali;In compilazione;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Valle di Casies;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Proves;Mai aperto;
NORD_EST;Trentino-Alto Adige/Südtirol;Comune di Castelnuovo (Prov. Trento);Mai aperto;
NORD_EST;Veneto;Comune di Longarone;Completato;2024-09-30 13:02:01
NORD_EST;Veneto;Comune di Setteville;Mai aperto;
NORD_EST;Veneto;COMUNE DI SOVIZZO;Mai aperto;
NORD_EST;Veneto;COMUNE DI SANTA CATERINA D'ESTE;Mai aperto;